UniProt_Proteome_ID	IDR_Long	IDR_Short
UP000202441	0.307	0.278
UP000202155	0.307	0.283
UP000202617	0.307	0.265
UP000000519	0.306	0.273
UP000203063	0.301	0.269
UP000204569	0.301	0.273
UP000204401	0.301	0.258
UP000204090	0.297	0.254
UP000001461	0.297	0.265
UP000203092	0.296	0.255
UP000201713	0.295	0.255
UP000204588	0.293	0.256
UP000029766	0.291	0.251
UP000201535	0.287	0.262
UP000008623	0.287	0.25
UP000008927	0.287	0.238
UP000204278	0.287	0.255
UP000201260	0.286	0.262
UP000201290	0.286	0.25
UP000202555	0.285	0.256
UP000001103	0.283	0.256
UP000204665	0.279	0.25
UP000201819	0.279	0.251
UP000201055	0.277	0.248
UP000000575	0.277	0.255
UP000201256	0.276	0.251
UP000204100	0.275	0.244
UP000241349	0.275	0.248
UP000008651	0.274	0.244
UP000007071	0.273	0.248
UP000201433	0.272	0.248
UP000202653	0.271	0.24
UP000235595	0.267	0.247
UP000007403	0.266	0.247
UP000202860	0.265	0.241
UP000006703	0.263	0.224
UP000201270	0.263	0.229
UP000207739	0.262	0.234
UP000201790	0.262	0.237
UP000008687	0.262	0.233
UP000007225	0.262	0.232
UP000207726	0.262	0.239
UP000000477	0.26	0.237
UP000228460	0.26	0.222
UP000001665	0.259	0.234
UP000000568	0.259	0.222
UP000204637	0.258	0.222
UP000202771	0.253	0.225
UP000204473	0.249	0.239
UP000001671	0.249	0.225
UP000007399	0.249	0.217
UP000029758	0.248	0.23
UP000006715	0.247	0.22
UP000009270	0.247	0.212
UP000203745	0.247	0.221
UP000002502	0.244	0.226
UP000234743	0.244	0.208
UP000203956	0.243	0.219
UP000000679	0.241	0.215
UP000232739	0.241	0.226
UP000202795	0.241	0.225
UP000204265	0.24	0.211
UP000201334	0.239	0.22
UP000000680	0.238	0.205
UP000000574	0.237	0.222
UP000201576	0.237	0.219
UP000202354	0.237	0.222
UP000232951	0.236	0.215
UP000201955	0.236	0.206
UP000202277	0.235	0.21
UP000204395	0.234	0.208
UP000008454	0.234	0.214
UP000201208	0.233	0.209
UP000201264	0.233	0.207
UP000007795	0.231	0.206
UP000201633	0.23	0.204
UP000006704	0.229	0.204
UP000000410	0.229	0.219
UP000001649	0.228	0.204
UP000203752	0.228	0.21
UP000001670	0.228	0.213
UP000006709	0.227	0.211
UP000204328	0.227	0.211
UP000008865	0.227	0.211
UP000203805	0.227	0.22
UP000204169	0.226	0.204
UP000203807	0.226	0.206
UP000204313	0.225	0.218
UP000204253	0.225	0.2
UP000202606	0.224	0.206
UP000241228	0.224	0.199
UP000001666	0.224	0.207
UP000217274	0.223	0.2
UP000202912	0.222	0.195
UP000000397	0.221	0.206
UP000202439	0.221	0.192
UP000007086	0.221	0.201
UP000000572	0.219	0.188
UP000204529	0.219	0.211
UP000201935	0.218	0.2
UP000000358	0.217	0.2
UP000201911	0.217	0.191
UP000232931	0.217	0.2
UP000201255	0.216	0.203
UP000203690	0.215	0.195
UP000204378	0.215	0.201
UP000203496	0.214	0.201
UP000000411	0.214	0.199
UP000007025	0.213	0.197
UP000203125	0.213	0.187
UP000201995	0.212	0.189
UP000000521	0.211	0.188
UP000001667	0.21	0.188
UP000204074	0.21	0.197
UP000007628	0.21	0.202
UP000202615	0.209	0.198
UP000204199	0.209	0.19
UP000201332	0.209	0.204
UP000000675	0.208	0.186
UP000203345	0.207	0.19
UP000201839	0.207	0.188
UP000208115	0.207	0.193
UP000202715	0.207	0.184
UP000000412	0.207	0.197
UP000203539	0.207	0.187
UP000208102	0.207	0.194
UP000001102	0.207	0.188
UP000208099	0.206	0.186
UP000203089	0.206	0.199
UP000008255	0.205	0.184
UP000202003	0.204	0.184
UP000000573	0.204	0.18
UP000204344	0.202	0.196
UP000001668	0.202	0.18
UP000203288	0.201	0.178
UP000007103	0.199	0.192
UP000007084	0.198	0.176
UP000201828	0.197	0.186
UP000000520	0.197	0.179
UP000208065	0.197	0.178
UP000201324	0.196	0.184
UP000201257	0.196	0.178
UP000203922	0.194	0.178
UP000001669	0.194	0.175
UP000203523	0.193	0.184
UP000202055	0.192	0.181
UP000000678	0.191	0.181
UP000208097	0.191	0.173
UP000204108	0.191	0.175
UP000237247	0.191	0.192
UP000006707	0.19	0.169
UP000203873	0.189	0.17
UP000201683	0.188	0.18
UP000203741	0.188	0.181
UP000204325	0.188	0.171
UP000202495	0.188	0.168
UP000202313	0.186	0.179
UP000203195	0.186	0.172
UP000202159	0.186	0.171
UP000203225	0.186	0.172
UP000201490	0.185	0.176
UP000240629	0.185	0.176
UP000201750	0.184	0.169
UP000203414	0.184	0.167
UP000240909	0.183	0.167
UP000232613	0.183	0.171
UP000202054	0.183	0.18
UP000232786	0.182	0.166
UP000202355	0.182	0.171
UP000203378	0.181	0.176
UP000207733	0.181	0.168
UP000202915	0.181	0.17
UP000217252	0.181	0.167
UP000008589	0.18	0.168
UP000011262	0.18	0.178
UP000001100	0.179	0.164
UP000232776	0.179	0.172
UP000006923	0.178	0.171
UP000202132	0.178	0.175
UP000217266	0.178	0.168
UP000000396	0.177	0.174
UP000201347	0.177	0.158
UP000006933	0.177	0.168
UP000204341	0.177	0.167
UP000203677	0.177	0.163
UP000000281	0.177	0.149
UP000202636	0.176	0.179
UP000203903	0.175	0.164
UP000201549	0.175	0.164
UP000232549	0.175	0.173
UP000204277	0.175	0.165
UP000203091	0.174	0.153
UP000000522	0.174	0.158
UP000204555	0.173	0.165
UP000203239	0.173	0.153
UP000207640	0.171	0.171
UP000204548	0.17	0.171
UP000203533	0.17	0.161
UP000203013	0.17	0.152
UP000202791	0.169	0.166
UP000201879	0.169	0.162
UP000208069	0.169	0.166
UP000000825	0.169	0.164
UP000203998	0.168	0.157
UP000203689	0.168	0.156
UP000007218	0.168	0.152
UP000204510	0.167	0.156
UP000201368	0.167	0.155
UP000202836	0.167	0.16
UP000202394	0.167	0.16
UP000204440	0.166	0.153
UP000201431	0.166	0.159
UP000232600	0.166	0.172
UP000217400	0.166	0.165
UP000203490	0.166	0.158
UP000000677	0.166	0.153
UP000008264	0.166	0.149
UP000201558	0.165	0.164
UP000204414	0.165	0.157
UP000201244	0.165	0.157
UP000203837	0.165	0.154
UP000204481	0.164	0.163
UP000000409	0.162	0.157
UP000201141	0.162	0.16
UP000202554	0.162	0.157
UP000204444	0.162	0.155
UP000202651	0.161	0.15
UP000201444	0.16	0.156
UP000204055	0.16	0.159
UP000202664	0.16	0.152
UP000000280	0.16	0.15
UP000204373	0.159	0.144
UP000203412	0.159	0.146
UP000204291	0.159	0.152
UP000203424	0.159	0.154
UP000217341	0.158	0.147
UP000202322	0.158	0.155
UP000207727	0.158	0.154
UP000202874	0.158	0.147
UP000000359	0.156	0.151
UP000203162	0.156	0.146
UP000203658	0.154	0.15
UP000201276	0.154	0.141
UP000201649	0.154	0.143
UP000203515	0.154	0.148
UP000001099	0.153	0.145
UP000204534	0.153	0.142
UP000201134	0.152	0.16
UP000202496	0.152	0.15
UP000204080	0.152	0.149
UP000201555	0.152	0.146
UP000201349	0.151	0.147
UP000204677	0.151	0.14
UP000234780	0.151	0.144
UP000203551	0.15	0.145
UP000202202	0.149	0.15
UP000201464	0.149	0.151
UP000234913	0.149	0.144
UP000202213	0.149	0.145
UP000201287	0.148	0.133
UP000232682	0.145	0.132
UP000030600	0.144	0.145
UP000001101	0.144	0.134
UP000203348	0.144	0.137
UP000204053	0.141	0.143
UP000208098	0.141	0.133
UP000201899	0.138	0.137
UP000217264	0.138	0.132
UP000202675	0.138	0.139
UP000207657	0.137	0.129
UP000203280	0.137	0.141
UP000232887	0.136	0.127
UP000201450	0.135	0.133
UP000234910	0.134	0.131
UP000029756	0.132	0.126
UP000204106	0.132	0.134
UP000234981	0.131	0.126
UP000232837	0.124	0.127
UP000232845	0.124	0.125
UP000201382	0.123	0.118
UP000029760	0.117	0.118
UP000232757	0.105	0.105
UP000202230	0.362	0.301
UP000204411	0.345	0.291
UP000202660	0.269	0.229
UP000201846	0.26	0.224
UP000000863	0.254	0.214
UP000232710	0.234	0.206
UP000202679	0.234	0.204
UP000202017	0.099	0.09
UP000203871	0.379	0.322
UP000203944	0.37	0.306
UP000204385	0.358	0.299
UP000204019	0.353	0.309
UP000201507	0.346	0.295
UP000232934	0.346	0.297
UP000201787	0.346	0.287
UP000203508	0.34	0.289
UP000201118	0.337	0.294
UP000201825	0.333	0.294
UP000201068	0.331	0.281
UP000002501	0.321	0.278
UP000203800	0.318	0.274
UP000202270	0.315	0.267
UP000204371	0.314	0.283
UP000202638	0.314	0.273
UP000217298	0.313	0.273
UP000204139	0.312	0.273
UP000203364	0.311	0.272
UP000203708	0.307	0.267
UP000201177	0.307	0.268
UP000211163	0.304	0.254
UP000207628	0.301	0.265
UP000201167	0.301	0.266
UP000202101	0.298	0.268
UP000204121	0.297	0.258
UP000204211	0.296	0.263
UP000207641	0.295	0.26
UP000002243	0.294	0.26
UP000002245	0.294	0.283
UP000202191	0.291	0.251
UP000214364	0.291	0.255
UP000204536	0.291	0.259
UP000201484	0.289	0.251
UP000208109	0.287	0.253
UP000202696	0.287	0.248
UP000208088	0.284	0.247
UP000201428	0.282	0.247
UP000202594	0.282	0.246
UP000007763	0.28	0.249
UP000202510	0.279	0.252
UP000208095	0.277	0.239
UP000208078	0.273	0.239
UP000203933	0.273	0.24
UP000202326	0.27	0.241
UP000008446	0.27	0.251
UP000232735	0.265	0.235
UP000052104	0.265	0.244
UP000208089	0.264	0.236
UP000201102	0.264	0.233
UP000201832	0.259	0.232
UP000002246	0.257	0.221
UP000207698	0.253	0.218
UP000008622	0.252	0.229
UP000201271	0.251	0.237
UP000201408	0.251	0.221
UP000241372	0.242	0.211
UP000207680	0.242	0.203
UP000011265	0.24	0.207
UP000002244	0.232	0.202
UP000204449	0.203	0.18
UP000000349	0.285	0.239
UP000029782	0.254	0.222
UP000173026	0.244	0.216
UP000204557	0.21	0.188
UP000207734	0.205	0.182
UP000000348	0.201	0.183
UP000202303	0.2	0.189
UP000201123	0.199	0.178
UP000202002	0.199	0.182
UP000052111	0.197	0.184
UP000002239	0.197	0.175
UP000202025	0.194	0.171
UP000203951	0.191	0.165
UP000001672	0.186	0.177
UP000202366	0.182	0.163
UP000007085	0.18	0.162
UP000203256	0.153	0.147
UP000001677	0.141	0.132
UP000207596	0.495	0.434
UP000201708	0.448	0.377
UP000203286	0.39	0.406
UP000204413	0.389	0.363
UP000202319	0.386	0.382
UP000202641	0.328	0.289
UP000201175	0.282	0.262
UP000202640	0.28	0.267
UP000201636	0.256	0.234
UP000202097	0.249	0.239
UP000201075	0.243	0.239
UP000204402	0.242	0.254
UP000203994	0.229	0.232
UP000202446	0.225	0.215
UP000201472	0.223	0.233
UP000203970	0.223	0.245
UP000201424	0.22	0.229
UP000240995	0.21	0.217
UP000202489	0.19	0.211
UP000204222	0.174	0.249
UP000202969	0.165	0.188
UP000201066	0.164	0.165
UP000203500	0.161	0.197
UP000201724	0.161	0.187
UP000201124	0.156	0.162
UP000201132	0.152	0.18
UP000202734	0.145	0.201
UP000201940	0.14	0.185
UP000203560	0.139	0.196
UP000204622	0.138	0.151
UP000232960	0.129	0.181
UP000201573	0.124	0.155
UP000202983	0.121	0.151
UP000201372	0.119	0.132
UP000207663	0.113	0.16
UP000204178	0.111	0.162
UP000203260	0.11	0.152
UP000201939	0.105	0.162
UP000204653	0.103	0.159
UP000203236	0.096	0.219
UP000202210	0.08	0.105
UP000232718	0.079	0.117
UP000203054	0.072	0.115
UP000208105	0.065	0.084
UP000204138	0.064	0.113
UP000202947	0.057	0.106
UP000202167	0.03	0.088
UP000011843	0.007	0.077
UP000203563	0.389	0.33
UP000201160	0.366	0.312
UP000232556	0.355	0.315
UP000201168	0.354	0.306
UP000241210	0.354	0.329
UP000204326	0.349	0.314
UP000203866	0.344	0.309
UP000201306	0.343	0.304
UP000203571	0.342	0.296
UP000201109	0.341	0.298
UP000201850	0.34	0.3
UP000201376	0.337	0.298
UP000203149	0.335	0.287
UP000204001	0.335	0.302
UP000202261	0.335	0.298
UP000201182	0.333	0.292
UP000203295	0.332	0.298
UP000232606	0.332	0.296
UP000203197	0.332	0.306
UP000202526	0.331	0.292
UP000202907	0.33	0.282
UP000240792	0.33	0.286
UP000007230	0.33	0.295
UP000202162	0.33	0.289
UP000201909	0.329	0.298
UP000204375	0.329	0.285
UP000203716	0.327	0.303
UP000202033	0.325	0.29
UP000203028	0.325	0.278
UP000201157	0.325	0.282
UP000232703	0.324	0.287
UP000241846	0.323	0.279
UP000201530	0.323	0.292
UP000203321	0.323	0.28
UP000202377	0.322	0.29
UP000204286	0.321	0.283
UP000204432	0.32	0.279
UP000232723	0.32	0.283
UP000204626	0.32	0.287
UP000201830	0.32	0.295
UP000204369	0.319	0.289
UP000232567	0.319	0.293
UP000201905	0.319	0.277
UP000203204	0.318	0.287
UP000204533	0.318	0.288
UP000203450	0.317	0.28
UP000232768	0.316	0.295
UP000201967	0.316	0.284
UP000204319	0.316	0.288
UP000202607	0.316	0.286
UP000202973	0.315	0.301
UP000202637	0.315	0.281
UP000202295	0.315	0.291
UP000201878	0.315	0.285
UP000202916	0.315	0.281
UP000202135	0.315	0.287
UP000203528	0.313	0.277
UP000217342	0.313	0.278
UP000204554	0.313	0.268
UP000232785	0.313	0.281
UP000203271	0.312	0.274
UP000202924	0.312	0.281
UP000207624	0.312	0.294
UP000232479	0.311	0.284
UP000204130	0.311	0.282
UP000203600	0.31	0.304
UP000201053	0.31	0.27
UP000201044	0.31	0.272
UP000006541	0.31	0.294
UP000201973	0.31	0.284
UP000204412	0.309	0.277
UP000204433	0.309	0.282
UP000204060	0.309	0.267
UP000204096	0.308	0.285
UP000203619	0.307	0.27
UP000201711	0.307	0.284
UP000204063	0.307	0.289
UP000203138	0.307	0.272
UP000204062	0.306	0.273
UP000203834	0.306	0.269
UP000232630	0.306	0.278
UP000217249	0.306	0.286
UP000232499	0.306	0.279
UP000202149	0.305	0.277
UP000232526	0.305	0.273
UP000201779	0.305	0.271
UP000204184	0.305	0.28
UP000232431	0.305	0.273
UP000203762	0.304	0.27
UP000173942	0.304	0.276
UP000203394	0.304	0.273
UP000232793	0.304	0.278
UP000201608	0.303	0.303
UP000238476	0.303	0.272
UP000207751	0.303	0.276
UP000232641	0.303	0.27
UP000201313	0.303	0.268
UP000202381	0.302	0.271
UP000008874	0.302	0.291
UP000202968	0.302	0.276
UP000204132	0.302	0.276
UP000201985	0.301	0.276
UP000008267	0.301	0.268
UP000204634	0.3	0.291
UP000203196	0.3	0.277
UP000202792	0.3	0.269
UP000241845	0.3	0.282
UP000203808	0.3	0.272
UP000232909	0.3	0.275
UP000007547	0.3	0.271
UP000204656	0.299	0.289
UP000202518	0.298	0.27
UP000208108	0.298	0.27
UP000202650	0.297	0.267
UP000203386	0.297	0.28
UP000232459	0.296	0.27
UP000202372	0.296	0.273
UP000232819	0.296	0.268
UP000203437	0.294	0.272
UP000202624	0.293	0.268
UP000006542	0.293	0.27
UP000232699	0.293	0.256
UP000201143	0.293	0.282
UP000201936	0.293	0.281
UP000241374	0.293	0.259
UP000204607	0.292	0.262
UP000202411	0.292	0.267
UP000201740	0.292	0.271
UP000203643	0.292	0.263
UP000201734	0.292	0.27
UP000241397	0.291	0.272
UP000201410	0.291	0.258
UP000202112	0.291	0.259
UP000204267	0.291	0.265
UP000232812	0.291	0.269
UP000008266	0.291	0.266
UP000240293	0.29	0.278
UP000006572	0.289	0.265
UP000007210	0.289	0.264
UP000202525	0.289	0.268
UP000203401	0.289	0.267
UP000204376	0.288	0.26
UP000204052	0.288	0.267
UP000029774	0.288	0.252
UP000201565	0.287	0.26
UP000201717	0.287	0.263
UP000204390	0.287	0.263
UP000201523	0.287	0.268
UP000232659	0.287	0.27
UP000232403	0.287	0.263
UP000008249	0.287	0.26
UP000203928	0.286	0.259
UP000232520	0.286	0.25
UP000201745	0.286	0.256
UP000202645	0.285	0.258
UP000204172	0.285	0.274
UP000120119	0.285	0.267
UP000203158	0.284	0.255
UP000232462	0.284	0.257
UP000232490	0.284	0.249
UP000009151	0.284	0.26
UP000201637	0.284	0.244
UP000232920	0.283	0.264
UP000202595	0.282	0.261
UP000232687	0.281	0.267
UP000240491	0.281	0.255
UP000240547	0.281	0.249
UP000202588	0.281	0.255
UP000232906	0.281	0.257
UP000204572	0.28	0.25
UP000203841	0.28	0.258
UP000203953	0.279	0.247
UP000203968	0.279	0.263
UP000201739	0.276	0.257
UP000201864	0.276	0.252
UP000002321	0.276	0.254
UP000201650	0.274	0.258
UP000203381	0.274	0.246
UP000160808	0.274	0.263
UP000202212	0.274	0.253
UP000232486	0.274	0.234
UP000241605	0.272	0.248
UP000203590	0.272	0.251
UP000201699	0.272	0.249
UP000029775	0.272	0.261
UP000203438	0.271	0.244
UP000204393	0.271	0.253
UP000240902	0.27	0.239
UP000241794	0.27	0.25
UP000201224	0.27	0.25
UP000202436	0.27	0.239
UP000232577	0.269	0.241
UP000201117	0.269	0.248
UP000201964	0.268	0.248
UP000232905	0.265	0.252
UP000240454	0.265	0.248
UP000203232	0.264	0.237
UP000202421	0.264	0.241
UP000202628	0.264	0.252
UP000203844	0.264	0.242
UP000201316	0.262	0.27
UP000008769	0.261	0.245
UP000204302	0.261	0.243
UP000204493	0.261	0.24
UP000204345	0.26	0.238
UP000235618	0.258	0.253
UP000203720	0.257	0.239
UP000241487	0.256	0.233
UP000202287	0.256	0.242
UP000201556	0.255	0.223
UP000202293	0.255	0.236
UP000232540	0.253	0.238
UP000007068	0.253	0.246
UP000240529	0.252	0.239
UP000217335	0.252	0.241
UP000204233	0.251	0.23
UP000029773	0.243	0.24
UP000232419	0.24	0.242
UP000141801	0.237	0.224
UP000240594	0.231	0.224
UP000203665	0.229	0.218
UP000204643	0.218	0.21
UP000203050	0.207	0.204
UP000204662	0.192	0.202
UP000008666	0.187	0.184
UP000006543	0.18	0.171
UP000201756	0.175	0.186
UP000203927	0.171	0.179
UP000002339	0.17	0.176
UP000203420	0.166	0.174
UP000201040	0.163	0.169
UP000202280	0.16	0.155
UP000202363	0.146	0.163
UP000106424	0.364	0.329
UP000204606	0.241	0.223
UP000203729	0.234	0.222
UP000201863	0.213	0.195
UP000217267	0.192	0.17
UP000204523	0.189	0.179
UP000052105	0.41	0.353
UP000207618	0.391	0.341
UP000202956	0.38	0.348
UP000214374	0.339	0.304
UP000202872	0.225	0.206
UP000115074	0.367	0.353
UP000000624	0.154	0.144
UP000147626	0.123	0.116
UP000145672	0.261	0.234
UP000156496	0.209	0.177
UP000007661	0.275	0.237
UP000000672	0.253	0.228
UP000000682	0.249	0.215
UP000000408	0.21	0.191
UP000124990	0.208	0.189
UP000029745	0.158	0.155
UP000007546	0.148	0.138
UP000001440	0.12	0.111
UP000052081	0.357	0.313
UP000000871	0.102	0.094
UP000202574	0.272	0.236
UP000155094	0.221	0.189
UP000226012	0.186	0.164
UP000172189	0.361	0.37
UP000007079	0.336	0.315
UP000217329	0.292	0.282
UP000202724	0.284	0.257
UP000202862	0.278	0.246
UP000007023	0.261	0.243
UP000201401	0.252	0.231
UP000203461	0.232	0.228
UP000217260	0.231	0.234
UP000201627	0.217	0.214
UP000207752	0.217	0.223
UP000201840	0.215	0.22
UP000201172	0.193	0.182
UP000123759	0.203	0.18
UP000241080	0.217	0.188
UP000241245	0.196	0.175
UP000155058	0.188	0.165
UP000097718	0.399	0.345
UP000165652	0.39	0.324
UP000150550	0.204	0.183
UP000204056	0.271	0.23
UP000202996	0.197	0.172
UP000000350	0.182	0.165
UP000201852	0.226	0.183
UP000204519	0.205	0.203
UP000202564	0.166	0.146
UP000218026	0.229	0.21
UP000161882	0.293	0.253
UP000161122	0.148	0.14
UP000201139	0.239	0.22
UP000202066	0.202	0.184
UP000174178	0.392	0.365
UP000202932	0.264	0.237
UP000111791	0.235	0.209
UP000202828	0.301	0.265
UP000202631	0.249	0.226
UP000203632	0.203	0.18
UP000201953	0.19	0.172
UP000204359	0.166	0.156
UP000203174	0.164	0.152
UP000203743	0.158	0.157
UP000203981	0.141	0.141
UP000204243	0.14	0.139
UP000203522	0.124	0.12
UP000204576	0.09	0.094
UP000202134	0.08	0.081
UP000156401	0.255	0.244
UP000156418	0.144	0.142
UP000124824	0.234	0.201
UP000107240	0.176	0.164
UP000127390	0.154	0.145
UP000123805	0.152	0.143
UP000171571	0.099	0.11
UP000203395	0.093	0.088
UP000140201	0.337	0.296
UP000008774	0.292	0.25
UP000141842	0.277	0.242
UP000099649	0.206	0.186
UP000011274	0.199	0.179
UP000007019	0.38	0.321
UP000006625	0.406	0.334
UP000228400	0.321	0.273
UP000006540	0.321	0.272
UP000102185	0.196	0.189
UP000000831	0.426	0.357
UP000011266	0.349	0.292
UP000006711	0.329	0.277
UP000029779	0.341	0.279
UP000232784	0.312	0.26
UP000008030	0.23	0.196
UP000001324	0.229	0.194
UP000203997	0.229	0.199
UP000201190	0.227	0.19
UP000203822	0.219	0.19
UP000001323	0.219	0.187
UP000201737	0.208	0.182
UP000202309	0.197	0.173
UP000009248	0.197	0.17
UP000203651	0.196	0.17
UP000203240	0.196	0.168
UP000203768	0.195	0.17
UP000201348	0.194	0.167
UP000006518	0.194	0.169
UP000202531	0.193	0.168
UP000204251	0.192	0.168
UP000009249	0.191	0.165
UP000202706	0.191	0.165
UP000202667	0.191	0.169
UP000202376	0.19	0.162
UP000203482	0.189	0.165
UP000201335	0.189	0.163
UP000204470	0.188	0.164
UP000214353	0.188	0.164
UP000202587	0.187	0.162
UP000204242	0.187	0.165
UP000069875	0.187	0.163
UP000208100	0.186	0.162
UP000204667	0.186	0.161
UP000204418	0.184	0.162
UP000204293	0.178	0.158
UP000203316	0.176	0.152
UP000204644	0.175	0.154
UP000202719	0.175	0.151
UP000202921	0.175	0.153
UP000204663	0.174	0.153
UP000203221	0.174	0.15
UP000214344	0.173	0.15
UP000008292	0.172	0.153
UP000214542	0.171	0.153
UP000214366	0.169	0.147
UP000232791	0.168	0.143
UP000202315	0.167	0.148
UP000201571	0.167	0.146
UP000007020	0.166	0.148
UP000202635	0.164	0.146
UP000202962	0.163	0.142
UP000202782	0.162	0.143
UP000203846	0.16	0.143
UP000201628	0.16	0.139
UP000203549	0.159	0.14
UP000203987	0.159	0.146
UP000232720	0.158	0.138
UP000203359	0.157	0.14
UP000202129	0.153	0.134
UP000202317	0.146	0.129
UP000201310	0.145	0.129
UP000203433	0.144	0.129
UP000014926	0.093	0.077
UP000014934	0.092	0.077
UP000014924	0.084	0.072
UP000000872	0.079	0.067
UP000006712	0.239	0.203
UP000137940	0.234	0.243
UP000164702	0.231	0.194
UP000232778	0.223	0.198
UP000203974	0.21	0.185
UP000102095	0.207	0.179
UP000008294	0.317	0.269
UP000217296	0.182	0.168
UP000159585	0.132	0.122
UP000096131	0.207	0.184
UP000098063	0.153	0.142
UP000166289	0.301	0.262
UP000169135	0.176	0.169
UP000123901	0.125	0.116
UP000000569	0.293	0.251
UP000132882	0.195	0.175
UP000201866	0.132	0.125
UP000008026	0.155	0.145
UP000099870	0.237	0.21
UP000108562	0.231	0.208
UP000164036	0.226	0.203
UP000139113	0.226	0.212
UP000130164	0.219	0.209
UP000136133	0.217	0.2
UP000136001	0.215	0.198
UP000169682	0.212	0.199
UP000203694	0.212	0.183
UP000099166	0.21	0.194
UP000125481	0.209	0.198
UP000134478	0.209	0.192
UP000145727	0.208	0.203
UP000146712	0.207	0.2
UP000208077	0.205	0.192
UP000150235	0.205	0.193
UP000115720	0.202	0.19
UP000218283	0.191	0.176
UP000204261	0.183	0.173
UP000147559	0.182	0.163
UP000171279	0.181	0.17
UP000166646	0.181	0.174
UP000140123	0.179	0.173
UP000163854	0.177	0.162
UP000152727	0.176	0.176
UP000160992	0.176	0.171
UP000202397	0.172	0.152
UP000204649	0.17	0.158
UP000170237	0.168	0.149
UP000126224	0.167	0.154
UP000172221	0.165	0.156
UP000166209	0.163	0.158
UP000144818	0.159	0.148
UP000240668	0.158	0.149
UP000117716	0.157	0.148
UP000151149	0.157	0.154
UP000232767	0.157	0.142
UP000203744	0.156	0.148
UP000158370	0.156	0.142
UP000149345	0.155	0.153
UP000171554	0.154	0.142
UP000101661	0.153	0.145
UP000121220	0.15	0.153
UP000157362	0.148	0.15
UP000108031	0.146	0.138
UP000164199	0.144	0.143
UP000152557	0.143	0.135
UP000101879	0.143	0.144
UP000135454	0.14	0.131
UP000105857	0.139	0.127
UP000133552	0.139	0.142
UP000104459	0.138	0.129
UP000165521	0.138	0.129
UP000141471	0.138	0.129
UP000100149	0.137	0.127
UP000149146	0.136	0.131
UP000112768	0.133	0.127
UP000110725	0.13	0.117
UP000134428	0.127	0.118
UP000136421	0.109	0.104
UP000204123	0.213	0.19
UP000029741	0.175	0.145
UP000232828	0.171	0.145
UP000203476	0.168	0.154
UP000201583	0.162	0.149
UP000201516	0.162	0.154
UP000202835	0.153	0.151
UP000202811	0.114	0.11
UP000203801	0.103	0.107
UP000001358	0.242	0.211
UP000006635	0.241	0.206
UP000110868	0.196	0.173
UP000175413	0.331	0.287
UP000202806	0.263	0.224
UP000218088	0.245	0.208
UP000151254	0.241	0.204
UP000146808	0.238	0.203
UP000144034	0.237	0.204
UP000138647	0.228	0.201
UP000154153	0.212	0.181
UP000118161	0.211	0.18
UP000149858	0.21	0.185
UP000113129	0.208	0.184
UP000103080	0.203	0.175
UP000115085	0.186	0.162
UP000001676	0.164	0.148
UP000008472	0.412	0.339
UP000162722	0.401	0.358
UP000175124	0.393	0.359
UP000162045	0.357	0.327
UP000232815	0.338	0.316
UP000167233	0.235	0.242
UP000201517	0.424	0.352
UP000204032	0.371	0.315
UP000202481	0.253	0.22
UP000207646	0.25	0.223
UP000203328	0.213	0.197
UP000203685	0.207	0.186
UP000201542	0.205	0.188
UP000204232	0.194	0.174
UP000201895	0.193	0.164
UP000202622	0.186	0.182
UP000203749	0.182	0.168
UP000203984	0.178	0.168
UP000217319	0.175	0.156
UP000201969	0.166	0.156
UP000203698	0.16	0.173
UP000202739	0.158	0.15
UP000207636	0.155	0.162
UP000208090	0.151	0.141
UP000203746	0.146	0.16
UP000201378	0.121	0.118
UP000201069	0.088	0.09
UP000008596	0.1	0.096
UP000157732	0.34	0.297
UP000154645	0.224	0.211
UP000108270	0.206	0.179
UP000119600	0.143	0.132
UP000122426	0.175	0.16
UP000171565	0.163	0.153
UP000201791	0.151	0.143
UP000203017	0.148	0.141
UP000161719	0.142	0.138
UP000144454	0.354	0.312
UP000173801	0.353	0.318
UP000169845	0.344	0.304
UP000114841	0.339	0.303
UP000147540	0.333	0.283
UP000171189	0.327	0.273
UP000052090	0.301	0.264
UP000161385	0.296	0.254
UP000141071	0.293	0.271
UP000164255	0.29	0.267
UP000112894	0.29	0.244
UP000201862	0.289	0.247
UP000164482	0.287	0.267
UP000169495	0.287	0.243
UP000129765	0.281	0.241
UP000134372	0.265	0.231
UP000169225	0.265	0.221
UP000133219	0.241	0.212
UP000114976	0.241	0.209
UP000162467	0.235	0.205
UP000113968	0.234	0.203
UP000118435	0.234	0.209
UP000161430	0.232	0.205
UP000159358	0.196	0.174
UP000097892	0.184	0.167
UP000000587	0.17	0.16
UP000202843	0.136	0.129
UP000204496	0.265	0.256
UP000001119	0.165	0.144
UP000007180	0.164	0.145
UP000107967	0.502	0.435
UP000165545	0.463	0.385
UP000149493	0.455	0.389
UP000099935	0.449	0.376
UP000170849	0.433	0.375
UP000007080	0.429	0.376
UP000175303	0.405	0.342
UP000202312	0.311	0.279
UP000109780	0.298	0.26
UP000174749	0.295	0.259
UP000204000	0.282	0.248
UP000146425	0.274	0.24
UP000148789	0.268	0.233
UP000154225	0.266	0.238
UP000126050	0.248	0.224
UP000202540	0.266	0.248
UP000147566	0.318	0.298
